"","�..Key","Item.Type","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Url","Abstract.Note","Date","Date.Added","Date.Modified","Pages","Issue","Volume","Series","Publisher","Place","Language","Extra","Manual.Tags","Automatic.Tags","Editor","origin_DB"
"wos_final.125","JVQWSVE9","journalArticle",2011,"Sabatini, Sebastian E.; Brena, Beatriz M.; Luquet, Carlos M.; San Julian, Magdalena; Pirez, Macarena; del Carmen Rios de Molina, Maria","Microcystin accumulation and antioxidant responses in the freshwater clam Diplodon chilensis patagonicus upon subchronic exposure to toxic Microcystis aeruginosa","ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY","","0147-6513","10.1016/j.ecoenv.2011.03.012",NA,"We investigated the accumulation and toxicity of microcystin-LR (MCLR) in the digestive gland of the freshwater clam Diplodon chilensis patagonicus. Treated clams were fed with a toxic strain of Microcystis aeruginosa (NPJB1) during 6 weeks and control clams received the non-toxic strain NPDC1. Filtration rate was estimated for both groups. Toxic effects were evaluated through the hepatosomatic index (HSI) and different oxidative stress biomarkers, lipid peroxidation (content of thiobarbituric reactive substances TBARS), protein oxidation (carbonyl groups) and reduced glutathione (GSH) levels, and enzymatic activities of superoxide dismutase (SOD), catalase (CAT) and glutathione-S-transferase (GST). The extractable MCLR measured by ELISA in digestive gland extracts showed little or no change during the first 3 weeks and increased significantly at weeks 5 and 6. HSI was reduced by 30% in treated clams at weeks 5 and 6. No significant oxidative damage to lipids or proteins was. All the antioxidant defense parameters analyzed were significantly increased at week 5 or 6. GSH increased in treated clams at week 5, reaching 62% increase at week 6. SOD, CAT and GST activities were significantly increased in treated clams by 50%, 66% and 60%, respectively, at the end of the experiment. D. chilensis patagonicus can be exposed to prolonged cyanobacterial blooms accumulating significant quantities of MCLR, which could be a risk for mammals and birds, which feed on this species and, in a lesser extent, to humans. (C) 2011 Elsevier Inc. All rights reserved.","2011-07","2021-08-11 16:16:53","2021-08-11 16:16:53","1188-1194","5",74,"","","","English","Place: 525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA Publisher: ACADEMIC PRESS INC ELSEVIER SCIENCE Type: Article","Oxidative stress; Antioxidant defenses; Diplodon chilensis paragonicus; Microcystin accumulation",NA,"","wos_final"
"wos_final.126","ZG9XF5IJ","journalArticle",2011,"Jacomini, Analu Egydio; de Camargo, Plinio Barbosa; Paiva Avelar, Wagner Eustaquio; Bonato, Pierina Sueli","Assessment of Ametryn Contamination in River Water, River Sediment, and Mollusk Bivalves in Sao Paulo State, Brazil","ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY","","0090-4341","10.1007/s00244-010-9552-z",NA,"Sao Paulo state, Brazil, is one of the main areas of sugar cane agriculture in the world. Herbicides, in particular, ametryn, are extensively used in this extensive area, which implies that this herbicide is present in the environment and can contaminate the surface water by running off. Thereby, residues of ametryn were analyzed in samples of river water an river sediment and in freshwater bivalves obtained from the rivers Sapucai, Pardo and Mogi-Guacu in Sao Paulo State, Brazil. Samples were taken in the winter of 2003 and 2004 in two locations in each river. The specimens of freshwater bivalves collected and analyzed were Corbicula fluminea, an exotic species, and Diplodon fontaineanus, a native species. Additionally, the evaluation of the ability of bioconcentration and depuration of ametryn by the freshwater bivalve Corbicula fluminea was also performed. Ametryn concentrations in the samples were measured by liquid chromatography coupled to mass spectrometry. Residues of ametryn in water (50 ng/L) and in freshwater bivalves (2-7 ng/g) were found in the Mogi-Guacu River in 2004, and residues in river sediments were found in all rivers in 2003 and 2004 (0.5-2 ng/g). The observation of the aquatic environment through the analysis of these matrixes, water, sediment, and bivalves, revealed the importance of the river sediment in the accumulation of the herbicide ametryn, which can contaminate the biota.","2011-04","2021-08-11 16:16:53","2021-08-11 16:16:53","452-461","3",60,"","","","English","Place: 233 SPRING ST, NEW YORK, NY 10013 USA Publisher: SPRINGER Type: Article","",NA,"","wos_final"
"wos_final.127","DWINJMQA","journalArticle",2011,"Lopes, Luiza P. C.; Pimpao, Daniel M.; Takemoto, Ricardo M.; Malta, Jose C. O.; Varella, Angela M. B.","Hysterothylacium larvae (Nematoda, Anisakidae) in the freshwater mussel Diplodon suavidicus (Lea, 1856) (Mollusca, Unioniformes, Hyriidae) in Aripuana River, Amazon, Brazil","JOURNAL OF INVERTEBRATE PATHOLOGY","","0022-2011","10.1016/j.jip.2010.12.002",NA,"Larvae of Hysterothylacium use various invertebrates as intermediate hosts. Definite hosts include fish, birds, reptiles or marine mammals. This study describes the occurrence of Hysterothylacium (Nematoda, Anisakidae) larvae parasitizing the pericardic cavity of Diplodon suavidicus (Unioniformes, Hyriidae) specimens collected in the Amazon basin, Brazil. This is the first record of this nematode parasitizing freshwater bivalves in South America. The high prevalence, medium intensity and medium abundance suggest that D. suavidicus acts as intermediate host for Hysterothylacium species in that environment. (C) 2010 Elsevier Inc. All rights reserved.","2011-03","2021-08-11 16:16:53","2021-08-11 16:16:53","357-359","3",106,"","","","English","Place: 525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA Publisher: ACADEMIC PRESS INC ELSEVIER SCIENCE Type: Article","Brazil; Amazon basin; Host intermediate; Parasitology",NA,"","wos_final"
"wos_final.128","VIZBF579","journalArticle",2011,"Oliveira, Marcia D.; Calheiros, Debora F.; Jacobi, Claudia M.; Hamilton, Stephen K.","Abiotic factors controlling the establishment and abundance of the invasive golden mussel Limnoperna fortunei","BIOLOGICAL INVASIONS","","1387-3547","10.1007/s10530-010-9862-0",NA,"Limnoperna fortunei (Bivalvia, Mytilidae), a freshwater bivalve native to Southern Asia, has been an invasive species in South America since 1991. It spread upstream in the La Plata basin reaching the Paraguay River in the vicinity of the Pantanal wetland, Brazil, around 1998. The role of abiotic factors in controlling establishment and abundance of this species is not well known, making projections of its risk of further spread difficult. This study evaluates the importance of abiotic factors to L. fortunei populations established in rivers of the Pantanal, focusing on larval and juvenile densities and taking advantage of a wide range of seasonal variability in water temperature, flow, dissolved oxygen, and suspended material. Temperature, river stage (influencing several water characteristics) and water velocity are the main variables related to the larval and juvenile densities. In the Pantanal, environmental variables vary over a broader range compared with other South American locations, subjecting L. fortunei to oxygen depletion, low calcium, low pH, and high water velocity and suspended solids, associated with low chlorophyll a concentrations. The combined effect of several of these conditions may explain the relatively low densities in some Pantanal sites. However, they probably will not prevent the persistence of populations in the Pantanal and the eventual establishment of viable populations in upriver systems connected to the Pantanal. These results are pertinent not only to this species but also to other aquatic invasive invertebrates whose expansion may be limited by thermal extremes, episodic oxygen depletion, and waters that are too dilute or acidic for optimal biocalcification.","2011-03","2021-08-11 16:16:53","2021-08-11 16:16:53","717-729","3",13,"","","","English","Place: VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS Publisher: SPRINGER Type: Article","Freshwater mollusks; South America; Wetlands; Aquatic invasive species; Calcium; Oxygen",NA,"","wos_final"
"wos_final.129","277NSSER","journalArticle",2011,"Darrigran, Gustavo; Damborenea, Cristina; Drago, Edmundo C.; Ezcurra de Drago, Ines; Paira, Aldo","Environmental factors restrict the invasion process of Limnoperna fortunei (Mytilidae) in the Neotropical region: A case study from the Andean tributaries","ANNALES DE LIMNOLOGIE-INTERNATIONAL JOURNAL OF LIMNOLOGY","","0003-4088","10.1051/limn/2011025",NA,"The golden mussel Limnoperna fortunei was introduced into Argentina in 1991 and has since been spreading through the Plata and Guaiba basins at a rate of 240 km.year(-1). To assess their ability to invade the Andean tributaries of the Plata Basin (Pilcomayo, Bermejo and Salado del Norte rivers), their current range was assessed and related to the abiotic parameters of sites where they were present and absent. These data were then compared with their known tolerances to identify possible barriers to invasion. Outputs suggested that three environmental parameters are barriers to invasion: salinity and river flow intermittence in different sectors of the rivers Pilcomayo and Salado del Norte, and concentration of suspended sediments in the Bermejo River and in the upper reaches of the Salado del Norte and Pilcomayo rivers. The importance of these findings is discussed in relation to using environmental data to infer the invasion possibilities and the utility of environmental data to better understand invasion patterns and processes.","2011-01","2021-08-11 16:16:53","2021-08-11 16:16:53","221-229","3",47,"","","","English","Place: 17, AVE DU HOGGAR, PA COURTABOEUF, BP 112, F-91944 LES ULIS CEDEX A, FRANCE Publisher: EDP SCIENCES S A Type: Article","freshwater; golden mussel; bioinvasion; Abiotic parameters; barrier dispersion; Limnoperna sp.",NA,"","wos_final"
"wos_final.130","LFB2YGKW","journalArticle",2011,"Darrigran, Gustavo; Damborenea, Cristina","Ecosystem Engineering Impact of Limnoperna fortunei in South America","ZOOLOGICAL SCIENCE","","0289-0003","10.2108/zsj.28.1",NA,"Limnoperna fortunei, or golden mussel, has invaded aquatic ecosystems in the Americas following it introduction from Southeast Asia. It is not only an aggressive invasive species, it is also a very effective ecosystem engineer, altering both ecosystem structure and function, and causes great ecological and economic impacts. This paper describes its impact as an ecosystem engineer (on benthic communities and the water column). A review of the existing scientific literature is presented, and the impact and the mechanisms by which the golden mussel modifies, maintains, and creates new environmental conditions in the invaded South American inland freshwater environments are analyzed. Understanding the ecosystem engineering roles of L. fortunei is important for its management and/or control in the invaded areas, and in cases of future invasions.","2011-01","2021-08-11 16:16:53","2021-08-11 16:16:53","1-7","1",28,"","","","English","Place: HONGO MT BUILDING 4F, HONGO 7-2-2, BUNKYO-KU, TOKYO, 113-0033, JAPAN Publisher: ZOOLOGICAL SOC JAPAN Type: Review","golden mussel; Neotropical region; ecosystem engineering",NA,"","wos_final"
"wos_final.131","XWS79YF2","journalArticle",2011,"Mayr, Christoph C.; Foersterra, Guenter; Haeussermann, Verena; Wunderlich, Anja; Grau, Juerke; Zieringer, Moritz; Altenbach, Alexander V.","Stable isotope variability in a Chilean fjord food web: implications for N- and C-cycles","MARINE ECOLOGY PROGRESS SERIES","","0171-8630","10.3354/meps09015",NA,"We analysed carbon (delta C-13) and nitrogen (delta N-15) isotope ratios of organisms and biogenic tissues from Comau Fjord (southern Chile) to characterise benthic food webs and spatial isotope variability in this ecosystem. These values were intended to serve as a baseline for detecting anthropogenic impacts on Patagonian marine fjord ecosystems in later studies. Benthic macroalgae and invertebrate suspension feeders were primarily considered, with some supplementary data from cyanobacteria, plankton, fish, and coastal vertebrates. Six depth transects typified the lateral salinity gradients from the innermost part of the fjord to its mouth, as well as the vertical density gradients caused by freshwater inflow. Carbon isotope signatures indicated predominant consumption of either CO2 or HCO3- for benthic macroalgal. All CO2 users belonged to rhodophytes. The delta N-15 values of benthic macrophytes decreased with decreasing salinity, both vertically and along the fjord axis. This implies the influence of N-15-poor terrestrial dissolved inorganic nitrogen (DIN) at these sites. Enhanced influence of freshwater influx also lowered N contents and increased C/N ratios in algal tissues. Exceptionally high macroalgae delta N-15 values at the seabird and sealion colony Isla Liliguapi point to animal faeces as an additional source of N-15-enriched DIN. Thus, DIN sources not originating from the open sea are additionally utilised by the benthic macroalgae in the fjord. In contrast, mussel tissue from the same locations was much less influenced by varying DIN sources. Among benthic suspension feeders, mytilids (Mytilus chilensis, Aulacomya ater) had the lowest and scleractinian corals (Desmophyllum dianthus) had the highest delta N-15 values, and Balanidae (Elminius kingii) and gorgonians (Primnoella sp.) showed values in between. The preference for specific size classes of marine particulate organic matter (seston) as food serves as an explanation for the delta N-15 variability observed between the different benthic suspension feeders.","2011","2021-08-11 16:16:53","2021-08-11 16:16:53","89-104","",428,"","","","English","Place: NORDBUNTE 23, D-21385 OLDENDORF LUHE, GERMANY Publisher: INTER-RESEARCH Type: Article","Benthic macroalgae; Carbon; Marine food web; Nitrogen; Nutrient sources; Patagonian fjord; Suspension feeders; Trophic isotope enrichment",NA,"","wos_final"
"wos_final.132","N6UXK4AI","journalArticle",2011,"Rojas Molina, Florencia; Jose de Paggi, Susana; Boltovskoy, Demetrio","Vulnerability of microcrustaceans to predation by the invasive filter-feeding mussel Limnoperna fortunei (Dunker)","MARINE AND FRESHWATER BEHAVIOUR AND PHYSIOLOGY","","1023-6244","10.1080/10236244.2011.639503",NA,"Limnoperna fortunei is an Asian mussel introduced to South America around 1990. One of the most important impacts of this invader is probably its grazing on the plankton. In this study we evaluate the vulnerability of several planktonic microcrustaceans from the Parana River floodplain to predation by adult L. fortunei. We conducted 2-h laboratory feeding experiments where the bivalves were offered microcrustaceans differing in overall body shape, size, and locomotive abilities. Ingestion and clearance rates for each taxon were estimated. Results suggest that, in addition to detritus and phytoplankton, microcrustaceans may be a very important food item for this invasive mollusc. Limnoperna fortunei can prey on larger organisms (up to 1100 mu m) than Dreissena polymorpha, the European and North American invasive mussel.","2011","2021-08-11 16:16:53","2021-08-11 16:16:53","329-338","6",44,"","","","English","Place: 2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND Publisher: TAYLOR & FRANCIS LTD Type: Article","bivalve; mussel; Limnoperna fortunei; cladocerans; copepods; filter feeding; microcrustaceans",NA,"","wos_final"
"wos_final.133","RMRLVIZQ","journalArticle",2010,"Oliveira, Augusto; Callisto, Marcos","Benthic macroinvertebrates as bioindicators of water quality in an Atlantic forest fragment","IHERINGIA SERIE ZOOLOGIA","","0073-4721","10.1590/S0073-47212010000400003",NA,"The objective of this study was to evaluate benthic macroinvertebrate communities as bioindicators of water quality in five streams located in the “Reserva Particular do Patrimonio Natural” (RPPN) Mata Samuel de Paula and its surroundings, in the municipality of Nova Lima near the city of Belo Horizonte, Minas Gerais State, southeastern Brazil. This region has been strongly modified by human activities including mining and urbanization. Samples were collected in the field every three months between August 2004 and November 2005, totaling six samplings in the rainy and dry seasons. This assessment identified one area ecologically altered while the other sampling sites were found to be minimally disturbed systems, with well-preserved ecological conditions. However, according to the Biological Monitoring Work Party (BMWP) and the Average Score Per Taxon (ASPT) indices, all sampling sites had excellent water quality. A total of 14,952 organisms was collected, belonging to 155 taxa (148 Insecta, two Annelida, one Bivalvia, one Decapoda, one Planariidae, one Hydracarina, and one Entognatha). The most abundant benthic groups were Chironomidae (47.9%), Simuliidae (12.3%), Bivalvia (7.5%), Decapoda (6.1%), Oligochaeta (5.2%), Polycentropodidae (3.7%), Hydropsychidae (2.5%), Calamoceratidae (1.8%), Ceratopogonidae (1.7%), and Libellulidae (1.2%). The assessment of the benthic functional feeding groups showed that 34% of the macroinvertebrates were collector-gatherers, 29% predators, 24% collector-filterers, 8% shredders, and 5% scrapers. The RPPN Mata Samuel de Paula comprises diversified freshwater habitats that are of great importance for the conservation of many benthic taxa that are intolerant to organic pollution.","2010-12-30","2021-08-11 16:16:53","2021-08-11 16:16:53","291-300","4",100,"","","","English","Place: CAIXA POSTAL 1188, PORTO ALEGRE, RS 00000, BRAZIL Publisher: FUNDACAO ZOOBOTANICA RIO GRANDE SUL, MUSEU CIENCIAS NATURAIS Type: Article","biodiversity; functional feeding groups; Benthic inventory; protected areas; seasonal distribution",NA,"","wos_final"
"wos_final.134","NCZ6EMX4","journalArticle",2010,"Karatayev, Alexander Y.; Burlakova, Lyubov E.; Karatayev, Vadim A.; Boltovskoy, Demetrio","LIMNOPERNA FORTUNEI VERSUS DREISSENA POLYMORPHA: POPULATION DENSITIES AND BENTHIC COMMUNITY IMPACTS OF TWO INVASIVE FRESHWATER BIVALVES","JOURNAL OF SHELLFISH RESEARCH","","0730-8000","10.2983/035.029.0432",NA,"In this study, for the first time, using similar methods, we compared the population density and distribution across different substrate types of Limnoperna fortunei and Dreissena polymorpha, as well as their impacts on the composition of benthic communities. Data on L. fortunei were obtained in Rio Tercero Reservoir, Argentina, whereas studies on D. polymorpha were conducted in North America and Europe. We found that, similar to the zebra mussel, L. fortunei creates high densities on hard substrates in the littoral zone, and avoids soft substrates in the profundal zone; however, the overall population density of L. fortunei in a water body seems to be higher than that of zebra mussels. Additional studies on Limnoperna are needed to confirm this hypothesis. The effect of L. fortunei on macrobenthos is very similar to the effect of D. polymorpha and is associated with an increase in the overall diversity, density, and biomass of native macroinvertebrates in druses compared with bare sediments. The presence of L. fortunei druses in the littoral zones of Rio Tercero has increased the average species richness of native benthic invertebrates per sample by almost 70% and their density and biomass by threefold, positively affecting epifaunal organisms and negatively burrowing invertebrates and unionids. In the near future, the freshwaters of North America may be colonized by L. fortunei, resulting in strong impacts on entire invaded ecosystems and devastating impacts on native unionids, especially in the southern regions of the United States, which are not colonized with dreissenids.","2010-12","2021-08-11 16:16:54","2021-08-11 16:16:54","975-984","4",29,"","","","English","Place: C/O DR. SANDRA E. SHUMWAY, UNIV CONNECTICUT, 1080 SHENNECOSSETT RD, GROTON, CT 06340 USA Publisher: NATL SHELLFISHERIES ASSOC Type: Article","zebra mussel; distribution; Limnoperna fortunei; invasive species; density; Dreissena polymorpha; impacts on zoobenthos",NA,"","wos_final"
"wos_final.135","WWRNLHNS","journalArticle",2010,"Peredo, Santiago; Jara-Seguel, Pedro; Parada, Esperanza; Von Brand, Elisabeth","GONADAL ORGANIZATION AND GAMETOGENESIS IN MUSCULIUM ARGENTINUM (VENEROIDA: SPHAERIIDAE) FROM A POPULATION IN SOUTHERN CHILE","JOURNAL OF SHELLFISH RESEARCH","","0730-8000","10.2983/035.029.0434",NA,"The gonadal organization and cytological characteristics of gametogenesis in a population of the freshwater clam Musculium argentinum (d'Orbigny, 1835) are described. Sections of the rather small gonad demonstrate the existence of hermaphroditic specimens, and is composed of hermaphrodite follicles among the intestine coils in the posterior dorsal region of the body. Follicles contain male and female germ cells at different stages of maturation, which can be recognized by their shape, size, and nuclear features. Male germ cells are organized in cysts, and spermatocytes do carry out meiosis. Within follicles, male and female germ cells occupy different regions. Gonad activity throughout the year is coincident with the life cycle pattern of the M. argentinum population studied previously.","2010-12","2021-08-11 16:16:54","2021-08-11 16:16:54","989-993","4",29,"","","","English","Place: C/O DR. SANDRA E. SHUMWAY, UNIV CONNECTICUT, 1080 SHENNECOSSETT RD, GROTON, CT 06340 USA Publisher: NATL SHELLFISHERIES ASSOC Type: Article","freshwater molluscs; gametogenesis; hermaphrodite",NA,"","wos_final"
"wos_final.136","B8HHJR43","journalArticle",2010,"Lima, Ricardo Cunha; Avelar, Wagner E. P.","A new additive to the artificial culture medium for freshwater bivalve culture in vitro","INVERTEBRATE REPRODUCTION & DEVELOPMENT","","0792-4259","10.1080/07924259.2010.9652320",NA,"The development of host fish techniques (in vivo) at the beginning of the 20th century, and the improvement of artificial culture media for in vitro culture of bivalves, provided an opportunity to identify the nutritional requirements needed to complete the life cycle of threatened freshwater bivalves. A freeze-dried extract of lambari, a Brazilian Tetra (Astyanax altiparanae), was used as an additive to the artificial culture medium M199 (Sigma (R)) to try to improve the survival of glochidia and the metamorphosis of Diplodon rotundus gratus and D. greeffeanus. We adjusted the pH of the culture medium to 6.8, the same value recorded at the collecting site of the bivalves. Glochidia were kept in an incubator at 18 degrees C. 40% of D. rotundus gratus glochidia survived, and 20% reached metamorphosis after 22 days of incubation. For D. greeffeanus 50% of the glochidia survived with 15% undergoing metamorphosis after 22 days of incubation. These results suggest an increase in the post-metamorphic survival with the use of the medium M199 supplemented with the fish extract, with a survival percentage of 75% after 30 days at the juvenile stage. Therefore, this constitutes an effective process in the preparation of in vitro cultures for freshwater mussels, particularly for D. rotundus gratus and D. greeffeanus.","2010-09","2021-08-11 16:16:54","2021-08-11 16:16:54","89-94","2",54,"","","","English","Place: 2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND Publisher: TAYLOR & FRANCIS LTD Type: Article","metamorphosis; Hyriidae; Diplodon; Limnic mussel",NA,"","wos_final"
"wos_final.137","D5T39FIF","journalArticle",2010,"Paolucci, Esteban M.; Thuesen, Erik V.; Cataldo, Daniel H.; Boltovskoy, Demetrio","Veligers of an introduced bivalve, Limnoperna fortunei, are a new food resource that enhances growth of larval fish in the Parana River (South America)","FRESHWATER BIOLOGY","","0046-5070","10.1111/j.1365-2427.2010.02418.x",NA,"1. Larvae of `sabalo', Prochilodus lineatus, whose adults represent over 60% of overall fish biomass in the Rio de la Plata Catchment, have been observed to feed intensively on veligers of the exotic bivalve Limnoperna fortunei. 2. To assess the effects of this dietary shift on the growth of P. lineatus, 28-day laboratory experiments were carried out feeding newly hatched P. lineatus larvae with three diets: zooplankton artificially enriched with L. fortunei veligers; natural zooplankton; and zooplankton artificially enriched with cladocerans and copepods. The average length, weight and gut contents of the fish larvae were assessed weekly and metabolic rates of fish larvae were measured. 3. Proportions of veligers in gut contents were always higher than those in the experimental diet: 100, 76 and 21% for veliger-enriched, natural and low-veliger diets, respectively. Larvae fed a veliger-enriched diet grew to a significantly larger size than larvae fed the other two diets. In energetic balance comparisons using metabolic rates and prey energy content, all three diets were sufficient to support metabolism and growth. The greatest values of excess energy at the end of each week were in the veliger-enriched experiments. 4. Feeding on veligers of L. fortunei significantly enhances the growth of P. lineatus larvae and supports the idea that this new and abundant resource is selectively preyed upon by P. lineatus during its larval stage. Higher growth rates may stem from the higher energy contents of veligers compared to crustaceans and/or from the lower energy costs of capturing slower prey.","2010-09","2021-08-11 16:16:54","2021-08-11 16:16:54","1831-1844","9",55,"","","","English","Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article","growth; Limnoperna fortunei; exotic bivalve; larval fish; veligers",NA,"","wos_final"
"wos_final.138","S3SZX4IE","journalArticle",2010,"Belz, Carlos E.; Darrigran, Gustavo; Bonel, Nicolas; Maeder Netto, Otto S.","Density, Recruitment, and Shell Growth of Limnoperna fortunei (Mytilidae), an Invasive Mussel in Tropical South America","JOURNAL OF FRESHWATER ECOLOGY","","0270-5060","10.1080/02705060.2010.9665072",NA,"Limnoperna fortunei (Dunker, 1857) is an invasive freshwater bivalve native to rivers and streams of China and Southeast Asia. In 2001, it was discovered in Itaipu Reservoir, and its population has grown considerably since then. The aim of this study was to estimate density, recruitment, and individual growth of L. fortunei in a subtropical region from a field experiment using an artificial substrate. Samples were collected between December 2004 and December 2005 at Bela Vista Reservoir in Foz do Iguacu, Brazil. Mussels were counted and measured to generate size-frequency and distribution data. Maximum and minimum densities (+/- standard deviation) were 204 +/- 17 ind.100 cm(-2) and 94 +/- 22 ind.100 cm(-2), respectively. Shell length ranged between 1 and 36 mm, and shell length frequency indicated presence of young mussels with variable densities throughout the period surveyed. The von Bertalanffy model fitted successfully in all cases explaining more than 96% of the variation in shell length. Measured growth parameters (k = 2.35 year(-1), L-infinity = 38 mm) were different from those estimated for populations of L. fortunei in a temperate region.","2010-06","2021-08-11 16:16:54","2021-08-11 16:16:54","227-233","2",25,"","","","English","Place: 530 WALNUT STREET, STE 850, PHILADELPHIA, PA 19106 USA Publisher: TAYLOR & FRANCIS INC Type: Article","",NA,"","wos_final"
"wos_final.139","K9SBSUEJ","journalArticle",2010,"Fuentealba, Carmen; Figueroa, Ricardo; Morrone, Juan J.","Endemism analysis of Chilean freshwater mollusks","REVISTA CHILENA DE HISTORIA NATURAL","","0716-078X","",NA,"The Chilean geological and climatic diversity allows the differentiation of a great variety of terrestrial and aquatic ecosystems Evidence provided by distributional patterns of freshwater species suggests a correspondence with Pleistocene glaciations, and some post-glacial tectonic events that affected the hydrography of the country The species of freshwater Chilean mollusks. unlike the marine species, have been undervalued Currently there are no biogeographic studies that would allow identifying distribution patterns and the possible processes that shaped them. A parsimony analysis of endemicity (PAE) and the richness of five hidrographic zones, based on 75 freshwater mollusk species, suggests the existence of three main biogeographic areas Northern (between latitudes 17 degrees-33 degrees S). Central-Southern (33 degrees-14 degrees S) and Southern (44 degrees-56 degrees S) Hydrographic zone V (44 degrees-56 degrees S), Included III the Southern area, has the highest endemism percentage (75 %), contrasting with hydrographic zone I (17 degrees-26 degrees S), included in the Central-Northern area, which registered the lowest value (42 %)","2010-06","2021-08-11 16:16:54","2021-08-11 16:16:54","289-298","2",83,"","","","Spanish","Place: CASILLA 16164, SANTIAGO 9, CHILE Publisher: SOC BIOLGIA CHILE Type: Article","biogeography; biodiversity; freshwater molluscs; hydrographic zones; PAE",NA,"","wos_final"
"wos_final.140","73JBG2LD","journalArticle",2010,"Jara-Seguel, Pedro; Parada, Esperanza; Peredo, Santiago; Palma-Rojas, Claudio; Von Brand, Elisabeth","NUCLEAR DNA CONTENT IN TWO CHILEAN SPECIES OF PISIDIUM (VENEROIDA: SPHAERIIDAE)","JOURNAL OF SHELLFISH RESEARCH","","0730-8000","10.2983/035.029.0102",NA,"The pill clams Pisidium chilense (d'Orbigny, 1846) and Pisidium huillichum (Ituarte, 1999) showed a 2C DNA content of 4.04 +/- 0.4 pg and 2.35 +/- 0.24 pg, respectively. The somatic DNA content of these 2 Chilean Pisidium Pfeiffer 1821 species is within the range described previously for diploid Heterodonta, despite the fact that both showed a high chromosome number (>100-120 chromosomes) equivalent to the polyploid level described for other species of the genus. The nuclear DNA content is shown here for the first time for species of the family Sphaeriidae. The Pisidium, like other species, are not economically important as edible species, but they play a significant role in the dynamics of nutrient and energy cycles in freshwater bodies similar to that described for other Sphaeriidae species.","2010-04","2021-08-11 16:16:54","2021-08-11 16:16:54","101-106","1",29,"","","","English","Place: C/O DR. SANDRA E. SHUMWAY, UNIV CONNECTICUT, 1080 SHENNECOSSETT RD, GROTON, CT 06340 USA Publisher: NATL SHELLFISHERIES ASSOC Type: Article","Pisidium; polyploidy; Sphaeriidae; freshwater molluscs; DNA content; pill clam",NA,"","wos_final"
"wos_final.141","ST3NBQXA","journalArticle",2010,"Tietze, Eleonor; De Francesco, Claudio G.","Environmental significance of freshwater mollusks in the Southern Pampas, Argentina: to what detail can local environments be inferred from mollusk composition?","HYDROBIOLOGIA","","0018-8158","10.1007/s10750-009-0072-7",NA,"The aim of the present contribution is to assess whether the abundance of mollusk species in the Southern Pampas (Argentina), an environmentally homogeneous region, reflect the local conditions of water bodies. In order to test this hypothesis, a comprehensive study was conducted in 30 sites regularly distributed across the region. At each site, the abundance of mollusk species was determined, and a series of physico-chemical measurements taken. Principal Component Analysis (PCA) and Cluster Analysis (CA) were used for the ordination of sampling sites based on the measured environmental variables. In addition, Canonical Correspondence Analysis (CCA) was conducted to explore the relationships between environmental variables and mollusk abundances. Mollusk species were represented by the gastropods Biomphalaria peregrina, Chilina parchappii, Heleobia parchappii, Physa acuta, Pomacea canaliculata, Stenophysa marmorata, Uncancylus concentricus and the bivalve Musculium argentinum. Although aquatic vegetation cover, conductivity, and substrate were among the main parameters influencing mollusk distribution, their effect was insufficient to explain the spatial distribution pattern of the species in a regional scale. It is because the Southern Pampas is a very homogeneous area, and the ranges of these environmental conditions are within the range of ecological tolerance of most of the species represented. Yet, some species resulted good indicators of environmental conditions at local (microhabitat) scale, i.e., particular microhabitats that occur in different water bodies as well. In fact, even distributed in many different water bodies along the Southern Pampas C. parchappii is always linked to lotic environments, and U. concentricus is exclusively restricted to hard substrata. On the other hand, H. parchappii is the only species represented in mesohaline waters and P. acuta appeared to be a good indicator of pollution in the area.","2010-03","2021-08-11 16:16:54","2021-08-11 16:16:54","133-143","1",641,"","","","English","Place: VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS Publisher: SPRINGER Type: Article","Freshwater mollusks; Argentina; Buenos Aires",NA,"","wos_final"
